image_urls,images,summary,title
No Images Found,,Rajisha Vijayan is an Indian film actress who appears in Malayalam films. She made her acting debut in the 2016 film Anuraga Karikkin Vellam. She has hosted several shows in Malayalam television before foraying into films. She won the Kerala State Film Award for Best Actress for her performance in her debut film Anuraga Karikkin Vellam.,Rajisha Vijayan
http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Raima_Sen_at_HM_store_launch_in_Kolkata_%286%29_%28cropped%29.jpg/220px-Raima_Sen_at_HM_store_launch_in_Kolkata_%286%29_%28cropped%29.jpg,,"Raima Sen (born Raima Dev Varma on 07 November 1979) is an Indian actress who is known for her work in Bengali and Hindi Film industry.

",Raima Sen
http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ragini_Khanna_at_the_launch_of_%27Mirabella_Bar_%26_Kitchen%27.jpg/220px-Ragini_Khanna_at_the_launch_of_%27Mirabella_Bar_%26_Kitchen%27.jpg,,"Ragini Khanna is an Indian film and television actress. She has also hosted various reality shows, such as India's Best Dramebaaz (2013) and Gangs of Haseepur (2014). She is best known for her roles as Bharti in Bhaskar Bharti and as Suhana Kishore Bajpai-Kashyap in Sasural Genda Phool. She was a contestant on Jhalak Dikhhla Jaa in its fourth season in 2010. She appeared in Comedy Nights with Kapil portraying many roles.",Ragini Khanna
No Images Found,,"Radha Saluja is an Indian film actress who has worked mainly in Hindi cinema and Punjabi cinema, with a few Tamil and Telugu movies.  An alumna of the Film and Television Institute of India, she is known for her films opposite M. G. Ramachandran like Indru Pol Endrum Vaazhga and Idhayakkani, both of which were blockbusters in Tamil in 1977 and 1975 respectively. She is known for her Hindi films like Haar Jeet (1972) and Ek Mutthi Aasmaan (1973). In 1972, she appeared in the breakthrough Punjabi film Morni (1972).",Radha Saluja
http://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Rakul_Preet_Singh_graces_Saina_Nehwal%E2%80%99s_wedding_reception_%2806%29-1.jpg/220px-Rakul_Preet_Singh_graces_Saina_Nehwal%E2%80%99s_wedding_reception_%2806%29-1.jpg,,"Rakul Preet Singh (born 10 October 1990) is an Indian  film actress and model who predominantly works in the Telugu and Tamil film industries. She has also appeared in a number of Hindi and Kannada movies.
Currently, she is appointed as the brand ambassador for Beti Bachao, Beti Padhao programme by Telangana State Government.She started career as a model while in college, during which she also made her acting debut in the Kannada film Gilli (2009). In 2011 she participated in the Femina Miss India pageant, in which she was placed fifth and won five pageant titles including People's Choice Miss Indiatimes, Pantaloons Femina Miss Fresh Face, Femina Miss Talented, Femina Miss Beautiful Smile and Femina Miss Beautiful Eyes.She subsequently opted to become a full-time actress, making her Telugu debut in Keratam the same year and her Tamil debut in Thadaiyara Thaakka, the following year. In 2014 she also made her Bollywood debut in Yaariyan in which her performance was better received.
She was part of the commercially successful films like Venkatadri Express (2013), Current Theega (2014), Rough (2014), Loukyam (2014), Kick 2 (2015), Sarrainodu (2016), Nannaku Prematho (2016), Dhruva (2016), Spyder (2017) and Theeran Adhigaaram Ondru (2017) and established herself as the leading actress in Telugu Cinema.

",Rakul Preet Singh
No Images Found,,"Radhika Chaudhari is an Indian actress, who has worked in Hindi, Tamil and Telugu film industries, predominantly in the early 2000s. In 2010, she made a comeback as a film director in the US, winning an award at the Las Vegas Film Festival.",Radhika Chaudhari
No Images Found,,"Swetha (born 31 March 1984), popularly known as Rakshita, is an Indian politician and former actress. She has acted in Kannada, Tamil and Telugu language films. Rakshita made her acting debut in the 2002 Kannada-language film Appu, alongside Puneeth Rajkumar, following which, she acted in many Kannada and some Telugu films.
Her political career began in 2012 when she joined the Badavara Shramikara Raitara Congress. After serving as the president of its women's wing, she joined Janata Dal (Secular) in 2013 before joining the Bharatiya Janata Party in 2014.",Rakshita
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Rajshree_-_ETH_Bibliothek_Com_L15-0265-0004-0005.tif/lossy-page1-220px-Rajshree_-_ETH_Bibliothek_Com_L15-0265-0004-0005.tif.jpg,,Rajshree (Hindi: राजश्री) is an Indian actress of Bollywood. She is best known for her work in the movies Janwar and Brahmachari.,Rajshree
http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Mega_Actor_Rajnikanth_lighting_the_lamp_at_the_inauguration_of_the_45th_International_Film_Festival_of_India_%28IFFI-2014%29%2C_in_Panaji%2C_Goa._The_Governor_of_Goa%2C_Smt._Mridula_Sinha%2C_the_Chief_Minister_of_Goa.jpg/1150px-thumbnail.jpg,,"Ragini Dwivedi (born 24 May 1991) is an Indian film actress and model who appears in Indian cinema, but primarily in Kannada cinema. As a model, she was the runner-up of the 2008 Femina Miss India contest and won the Richfeel Femina Miss Beautiful Hair award at the 2009 Pantaloons Femina Miss India contest.She made her entry to filmdom with Veera Madakari (2009) which won her the Suvarna Film Award for Best Debut Actress. She rose to fame starring in successful Kannada language films, Kempe Gowda (2011), Shiva (2012), Bangari (2013) and Ragini IPS (2014), thus establishing herself as one of the leading actresses in Kannada cinema.",Ragini Dwivedi
No Images Found,,"Radhika Pandit is an Indian film and former television actress. She has established a career in Kannada cinema as a leading actress.
Having worked in television soaps such as Nandagokula ""Kaadambari""  and Sumangali, Pandit made her feature film debut in Moggina Manasu (2008), for which she was awarded the Karnataka State Film Award for Best Actress and South Filmfare Award for Best Actress. She won the latter award again for her performances in Love Guru (2009) and  Krishnan Love Story (2010).She rose to fame starring in commercially successful films Hudugaru (2011), Addhuri (2012), Drama (2012), Bahaddur (2014) and Mr. and Mrs. Ramachari (2014).

",Radhika Pandit
No Images Found,,"Rachna Banerjee, also known as Rachana Banerjee, is an Indian film actress who has appeared predominantly in Bengali and Odia films along with several films in Telugu, Tamil and Kannada films. She was 1990 Miss Kolkata and has won five beauty contests in India. She won Miss Beautiful Smile at the Miss India contest.",Rachna Banerjee
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Radha_at_60th_South_Filmfare_Awards_2013_%28cropped%29.jpg/220px-Radha_at_60th_South_Filmfare_Awards_2013_%28cropped%29.jpg,,"Udaya Chandrika, better known by her screen name Radha (born 3 June 1965),  is an Indian film actress known mostly for her work in Tamil and Telugu films. She has also acted in few Malayalam, Kannada and Hindi. She was one of the top south Indian heroine for a decade from 1981 to 1991. Her elder sister Ambika, was also an actress. Radha is arguably the most successful among the ""Kallara Sisters"", the three sisters (Ambika, Mallika, Radha) in the art scene hailing from Kallara in Thiruvananthapuram District, Kerala. Ambika was also a highly successful actress in Tamil and Malayalam. Ambika and Radha acted together in a number of films, during the peak of their careers. They also co-owned a movie studio called ""ARS Studios"", which was later (2013) converted into the Jolly Jimkana hotel complex. She currently appears on television as one of the judges in the STAR Vijay Jodi Number One Season 6 Reality Dance program.
She is one of the most successful and highest paid actresses alongside her contemporaries like Vijayshanti. She is considered one of the greatest dancers in South Indian film industry alongside star actors like Chiranjeevi and Kamal Haasan. She received a Filmfare award for best actress Tamil for her exceptional performance as a low caste, fearless, compassionate boat woman who starts a platonic relationship with the middle aged village head in Muthal mariyathai. For the same role she was nominated for National award for best actress.",Radha (actress)
http://upload.wikimedia.org/wikipedia/en/a/ae/Raagini_%28actress%29.jpg,,"Ragini (27 March 1937 – 30 December 1976) was an Indian danseuse and actress. She was the youngest of the famed Travancore Sisters; Lalitha, Padmini and Ragini. She started her acting career in the mid-1950s along with her sister Padmini and has acted in movies of different Indian languages, including Hindi, Malayalam, Tamil and Telugu. She also starred opposite Shammi Kapoor in film Mujrim (1958). The era of dance in Hindi cinema is considered to have begun with the entrance of Ragini and other South Indian actresses. Ragini died of breast cancer in 1976. She had acted in many dramas also.

",Ragini (actress)
http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Rachana_Live_25_Years_of_Asianet_0-17_screenshot.png/220px-Rachana_Live_25_Years_of_Asianet_0-17_screenshot.png,,"Rachana Narayanankutty is an Indian malayalam actress and television anchor from Kerala, India. She became popular through the television series Marimaayam aired in Mazhavil Manorama.",Rachana Narayanankutty
http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Rakhi_Sawant_snapped_attending_a_press_conference_%2805%29_%28cropped%29.jpg/220px-Rakhi_Sawant_snapped_attending_a_press_conference_%2805%29_%28cropped%29.jpg,,"Rakhi Sawant (born Neeru Bheda on 25 November 1978) is an Indian dancer, model, Hindi film and television actress and television talk show host, who has appeared in many Hindi and a few Kannada, Marathi, Odia, Telugu and Tamil films. She has established herself as a sex symbol, and was a contestant on the first season of the controversial Indian reality television series Bigg Boss 1 in 2006.Sawant launched her own political party, headed by Jai Shah, called the Rashtriya Aam Party, to contest the 2014 Lok Sabha Elections. However, after the election, she joined Republican Party of India (A).

",Rakhi Sawant
No Images Found,,Priyanka Bassi is an Indian television actress popularly known for her famous act as Cadet Naina Singh Ahluwalia in the popular soap Left Right Left. She is originally from Delhi and has also attended Barry John's Theatre Group.,Priyanka Bassi
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Tamil_actress_priyaa_lal.jpg/220px-Tamil_actress_priyaa_lal.jpg,,"Priyanka Lalaji better known as Priyaa Lal; is a British Indian actress. Her first appearance was in the Malayalam film Janakan in 2010, directed by N. R. Sanjeev with Mohanlal and Suresh Gopi. She played the lead character Seetha /Anu, as Gopi's and Kaveri's daughter in the movie. The song Olichirunne was a huge hit, which won the Kerala State Award in 2010. Besides acting, Priyaa is also well known for her various dancing and singing skills.

",Priyaa Lal
No Images Found,,"Priya Wal (born 9 December 1983) is an Indian  television actress, known for her roles in television series such as Remix, Kahaani Ghar Ghar Kii, and Pyaar Kii Ye Ek Kahaani.",Priya Wal
http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Priyamani_at_Filmfare_Awards_South_%28cropped%29.jpg/220px-Priyamani_at_Filmfare_Awards_South_%28cropped%29.jpg,,"Priya Vasudev Mani Iyer (born 4 June 1984), professionally credited as Priyamani, is an Indian film actress and former model, who works in Telugu, Kannada, Tamil, Malayalam and Hindi-language films. She is the recipient of a National Film Award for Best Actress and three Filmfare Awards in different-language films.
Priyamani, born and raised in Bangalore, worked as a model before pursuing a career in films. In 2002, she made her acting debut with a leading role in the Telugu film Evare Atagaadu (2003), a box-office flop. She gained widespread recognition for her role as village girl Muththazhagu in the Tamil romantic drama Paruthiveeran in 2007, receiving a National Film Award for Best Actress and a Filmfare Award for Best Actress – Tamil for her performance. During the same year, she achieved commercial success in Telugu cinema with S. S. Rajamouli-directed fantasy-action comedy Yamadonga. In 2008, Priyamani received further critical acclaim for her role as Malavika in the Malayalam romance Thirakkatha–and won a Filmfare Award for Best Actress – Malayalam. Her first role in the Kannada film came the following year, with the romantic comedy Raam, which proved to be a major critical and commercial success. Priyamani made her Hindi film debut through Mani Ratnam's bilingual in Tamil and Hindi epic adventure films, titled Raavan and Raavanan respectively. In 2012, her portrayal of conjoined twins in the multilingual film Chaarulatha, based on the Thai film Alone, gained critical praise and a third Best Actress award at Filmfare. She received further success for her role in the Kannada / Telugu thriller film Idolle Ramayana (2016)/ Mana Oori Ramayanam (2016), which earned her a Best Supporting Actress nomination at Filmfare. Currently she is active on South Indian Television shows , she has judged several dance reality shows .",Priyamani
