image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Sunil_Anand_son_of_late_Shri_Dev_Anand_being_felicitated_at_the_43rd_International_Film_Festival_of_India_%28IFFI-2012%29%2C_in_Panaji%2C_Goa_on_November_23%2C_2012.jpg/250px-Sunil_Anand_son_of_late_Shri_Dev_Anand_being_felicitated_at_the_43rd_International_Film_Festival_of_India_%28IFFI-2012%29%2C_in_Panaji%2C_Goa_on_November_23%2C_2012.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Sunil_Anand_son_of_late_Shri_Dev_Anand_being_felicitated_at_the_43rd_International_Film_Festival_of_India_%28IFFI-2012%29%2C_in_Panaji%2C_Goa_on_November_23%2C_2012.jpg/250px-Sunil_Anand_son_of_late_Shri_Dev_Anand_being_felicitated_at_the_43rd_International_Film_Festival_of_India_%28IFFI-2012%29%2C_in_Panaji%2C_Goa_on_November_23%2C_2012.jpg', 'path': 'full/3643a0790d28a2d55c16485269e7095b56b3ddb5.jpg', 'checksum': '0c0c81c20413906d1f07bc42ca5e739e'}]",Suneil Anand (born 30 June 1956) is an Indian film actor and director. He is the son of former actors Dev Anand and Kalpana Kartik. He runs Navketan Films.,Suneil Anand
http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Sumanthkumar1.jpg/220px-Sumanthkumar1.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Sumanthkumar1.jpg/220px-Sumanthkumar1.jpg', 'path': 'full/3192b379c39461300b123df115483d38a08a1cac.jpg', 'checksum': '3ddb3c05358b8d26601271ba376540b9'}]","Sumanth (Born Sumanth Kumar) is an Indian actor/producer known predominantly for his work in Telugu cinema. The eldest grandson of late Akkineni Nageswara Rao, he is also a partner in Annapurna Studios. He is best known for starring in the films, Satyam, Gowri, Godavari, Madhumasam, Golconda High School, and most recently Malli Raava.",Sumanth
http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Sudheer_Babu_at_Saina_Nehwal%27s_wedding_reception_%28cropped%29.jpg/220px-Sudheer_Babu_at_Saina_Nehwal%27s_wedding_reception_%28cropped%29.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Sudheer_Babu_at_Saina_Nehwal%27s_wedding_reception_%28cropped%29.jpg/220px-Sudheer_Babu_at_Saina_Nehwal%27s_wedding_reception_%28cropped%29.jpg', 'path': 'full/742b5bea5551936d7696559b2de247a278b25a02.jpg', 'checksum': '7593a55cbab3bb575023270cb963e4c9'}]","Sudheer Babu (born Posani Naga Sudheer Babu; 11 May 1980) is an Indian film actor and former professional Badminton player. He primarily works in the Telugu film industry. He made his debut as a hero in the Tollywood with the film Shiva Manasulo Shruti. He is well known for his roles in Prema Katha Chitram and in Baaghi, where he played the antagonist. He recently launched his production house, ""Sudheer Babu Productions"".",Sudheer Babu
http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Srujan-lokesh.jpg/220px-Srujan-lokesh.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Srujan-lokesh.jpg/220px-Srujan-lokesh.jpg', 'path': 'full/e1bab02756eb13f4f381f4af6b13282fe7f1edba.jpg', 'checksum': 'd8b9382ccd6864488a28383e2aa12e13'}]","Srujan Lokesh (born June 28, 1980) is an Indian film actor, television presenter, radio presenter and producer who mainly works in the Kannada film industry. His father Lokesh is a very well known veteran theater artist and film actor in Kannada. His mother Girija Lokesh is also a popular Television and film actress. Subbaiah Naidu, credited as the first hero of Kannada silent movies is the grandfather of Srujan Lokesh and Father of Lokesh.",Srujan Lokesh
http://upload.wikimedia.org/wikipedia/commons/8/8e/Ysrinusmile.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/8/8e/Ysrinusmile.jpg', 'path': 'full/3386d287ee65e8abc49ba50e8725eef7534190a0.jpg', 'checksum': '9384f9933d5801d299762b8011c93308'}]","Srinivas Reddy is a Telugu comedian, actor, producer and director. He was born in Khammam, Andhra Pradesh, now Telangana, India.He made his debut as an actor in the film Ishtam (2001).
He played significant roles in Idiot, Venky and Darling. He also played a lead role in Geethanjali. He turned director for Bhagyanagara Veedhullo Gammathu (2019).",Srinivasa Reddy
http://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Sukumaran.jpg/220px-Sukumaran.jpg,,"Edappal Ponnamkuzhi Veettil Sukumaran (10 June 1948 – 16 June 1997), popularly known as Sukumaran, was an Indian film actor and producer.Sukumaran became a popular film star in Malayalam cinema during the 1970s. He was considered as one of the superstar trio of Malayalam cinema during the late 1970s and early 1980s along with Soman and Jayan. Later, he became known for his character roles and antagonistic roles during the 1980s and 1990s. In 1978, he won the Kerala State Film Award for Best Actor for his performance in M. T. Vasudevan Nair's Bandhanam. As a producer, he produced such films as Irakal and Padayani.
In June 1997, Sukumaran suffered a massive heart attack and died. He was 49 at the time of his death.",Sukumaran
http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Talwar_Suman.jpg/220px-Talwar_Suman.jpg,,"Suman (born Suman Talwar; 28 August 1959) is an Indian film actor known for his work predominantly in Telugu cinema. He was one of the most prominent stars of Telugu cinema during the 1980s. He has also played the roles of Gods like Venkateswara, Shiva, and Rama in Telugu. Suman has also starred in Tamil, Malayalam, Kannada, and Odia films.Suman started his career in the role of a police officer in the Tamil movie Neechal kulam (1979) produced by T. R. Ramanna. Then he appeared in Tamil film Thee (1981) where he played a sincere police officer. In a career spanning almost 4 decades, he acted in more than 150 films as a hero in Telugu, Tamil, Kannada, and English language films. He has acted as the male lead in 100 Telugu films. He returned to acting by playing the villain in the Tamil films Sivaji and Kuruvi. He was cast as the main antagonist in the Malayalam movie Sagar alias Jacky. He won Nandi Award for Best Actor for the film Bava Bavamaridi. He has also won the Asianet Film Honour Special Jury Award in 2009. Suman is also starred in the Hollywood film Death And Taxis.",Suman (actor)
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png', 'path': 'full/c158a89d0e792c2571c24fd6db98c0d91aefc851.jpg', 'checksum': '9668b2a09547a790f2b65de79fab1924'}]","Sivakarthikeyan (born 17 February 1985) is an Indian actor, playback singer, producer, lyricist and television presenter who works in Tamil films. He began his career in television as a reality show personality on Star Vijay. He made his acting debut in Marina. He produces films under his production company, Sivakarthikeyan Productions.",Sivakarthikeyan
http://upload.wikimedia.org/wikipedia/commons/9/9d/Subodh_Bhave.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/9/9d/Subodh_Bhave.jpg', 'path': 'full/d86648df39c016a6ee5efd08079ceb14f464097b.jpg', 'checksum': 'd14fc76fd553e53634460fb30f39bdee'}]","Subodh Bhave (born 9 November 1975) is a popular Indian actor, writer, producer and director who is known for his work in Marathi Cinema. He has acted in many commercially successful and critically acclaimed Marathi movies. He is best known for his work in Ani... Dr. Kashinath Ghanekar, Balgandharva, Katyar Kaljat Ghusali.",Subodh Bhave
http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Sivaji_Kalingar_Sakthi_.jpg/220px-Sivaji_Kalingar_Sakthi_.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Sivaji_Kalingar_Sakthi_.jpg/220px-Sivaji_Kalingar_Sakthi_.jpg', 'path': 'full/ddc52907b52e4786c8ab0ceb71faba30d1686d1f.jpg', 'checksum': 'ed67c372ce8fe1849c67450cc5ad071b'}]","Villupuram Chinnaiya Manrayar Ganesamoorthy, better known by his stage name Sivaji Ganesan, (1 October 1928 – 21 July 2001) was an Indian actor, and producer. He was active in Tamil cinema during the latter half of the 20th century. He was known for his versatility and variety of roles depicted on screen, which gave him also the Tamil nickname Nadigar Thilagam (transl. the pride of actors). In a career that spanned close to five decades, he had acted 288 films in Tamil, Telugu, Kannada, Malayalam and Hindi.Ganesan was the first Indian film actor to win for the film Veerapandiya Kattabomman as the Best Actor award in an International film festival, the Afro-Asian Film Festival held in Cairo, Egypt in 1960. Many leading South Indian film actors have stated that their acting was influenced by Ganesan. He received the President Award for Best Tamil Actor on twelve occasions. In addition, he received four Filmfare Awards South and a National Film Award (Special Jury). In 1997, Ganesan was conferred the Dadasaheb Phalke Award, the highest honour for films in India. He was also the first Indian actor to be made a Chevalier of the Ordre des Arts et des Lettres.Ganesan is remembered as an iconic figure of Tamil cinema. Many prominent actors across India cutting across various film industries still rever Sivaji Ganesan as the pinnacle of acting. He has been described by the Los Angeles Times as ""The Marlon Brando of India"".",Sivaji Ganesan
http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Sikander_Kher_and_Priya_Singh_at_the_Lakme_Fashion_Week_2016_Day_3_%28cropped%29.jpg/220px-Sikander_Kher_and_Priya_Singh_at_the_Lakme_Fashion_Week_2016_Day_3_%28cropped%29.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Sikander_Kher_and_Priya_Singh_at_the_Lakme_Fashion_Week_2016_Day_3_%28cropped%29.jpg/220px-Sikander_Kher_and_Priya_Singh_at_the_Lakme_Fashion_Week_2016_Day_3_%28cropped%29.jpg', 'path': 'full/a2f82ef2adddce1611da681461d004299bf1c38c.jpg', 'checksum': 'e4992d52880aa36085a3329bab15f95e'}]","Sikander Kher is an Indian actor. He made his acting debut with the film, Woodstock Villa (2008). Later he worked in a supporting role in the film Aurangzeb with Rishi Kapoor and Arjun Kapoor.",Sikandar Kher
http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Sivakumar_in_2016.jpg/220px-Sivakumar_in_2016.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Sivakumar_in_2016.jpg/220px-Sivakumar_in_2016.jpg', 'path': 'full/a1dbd904d174cc9577eaf29b9578617d5db80c47.jpg', 'checksum': '3e15221f9a8fdfbe8cbcc980117a0959'}]","Palaniswamy, better known by his stage name Sivakumar (born 27 October 1941) is an Indian film  actor and visual artist who has portrayed a wide range of leading and supporting roles onscreen in Tamil cinema and television. He made his acting debut in A. C. Trilogchander's Kakkum Karangal (1965). He has acted in over 190 movies in Tamil. He is also ambidextrous.His sons Suriya and Karthi are actors as well as his elder daughter in-law Jyothika. And his daughter Brindha being a Playback Singer.",Sivakumar
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Siddharth_-_TeachAIDS_Recording_Session.png/220px-Siddharth_-_TeachAIDS_Recording_Session.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Siddharth_-_TeachAIDS_Recording_Session.png/220px-Siddharth_-_TeachAIDS_Recording_Session.png', 'path': 'full/5e9c17396e68cb1d66eb7c3587ef25a15185e3cd.jpg', 'checksum': '72689a3c8ce5fcac116cb7353fc568df'}]","Siddharth Suryanarayan (born 17 April 1979) is an Indian film actor who is known for his roles in Tamil, Telugu, and Hindi language films. Apart from acting, he has also been involved in films as a screenwriter, producer and playback singer. He has been featured in advertising because of his ""pan-Indian"" appeal.After completing his business management studies, Siddharth chose to work in film making and assisted Mani Ratnam, before going on to make an acting debut in S. Shankar's coming-of-age Tamil film Boys (2003). The success of the film provided an opportunity to feature in Mani Ratnam's multi-starrer Aayutha Ezhuthu (2004), before he branched off to receive critical and commercial acclaim in Telugu and Hindi cinema through Nuvvostanante Nenoddantana (2005), Rang De Basanti and Bommarillu (2006). In the late 2000s, he established himself as a bankable lead actor in Telugu films and subsequently chose to become more selective with his projects, while also winning acclaim for his work as a carrom player in Striker (2010) and as a blind warrior in the fantasy film Anaganaga O Dheerudu (2011).
In 2011, he returned to Tamil films after a sabbatical and produced Balaji Mohan's commercially successful romantic comedy Kadhalil Sodhappuvadhu Yeppadi (2012). The actor then had a prolific year in 2014, winning critical acclaim and box office success for his two ventures: Jigarthanda, where he portrayed an aspiring film maker, and Kaaviya Thalaivan, in which he played an actor from the 1920s Madras theater scene.",Siddharth (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Sohail_Khan.jpg/220px-Sohail_Khan.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Sohail_Khan.jpg/220px-Sohail_Khan.jpg', 'path': 'full/e19d8ffd301dbf6fde30951e88825c4f7b94967c.jpg', 'checksum': '8ef31fbea9f7fab8f38f710f139119c8'}]","Sohail Salim Abdul Rashid Khan (born 20 December 1970) is an Indian film actor, director and producer who works predominantly in Hindi cinema. He is the younger brother of actors Salman Khan and Arbaaz Khan. He produces films under his banner Sohail Khan Productions.

",Sohail Khan
http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Silambarasan_Rajendar_Simbu.jpg/220px-Silambarasan_Rajendar_Simbu.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Silambarasan_Rajendar_Simbu.jpg/220px-Silambarasan_Rajendar_Simbu.jpg', 'path': 'full/8e49e4b133fe9da0408946cad07fd19732e6c5a9.jpg', 'checksum': '43d6bd7cfc44c639716589df0558e7e8'}]","T. R. Silambarasan, also credited by his initials STR or nickname Simbu, is an Indian film actor, director, writer, composer, dancer, lyricist and playback singer in the Tamil film industry. He began his career by playing roles as a child artist in films directed by his father T. Rajendar, before his first lead role in Kadhal Azhivathillai (2002), under his father's direction and produced by his mother Usha.

",Silambarasan
http://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Siddharth_Roy_Kapur_1.jpg/220px-Siddharth_Roy_Kapur_1.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Siddharth_Roy_Kapur_1.jpg/220px-Siddharth_Roy_Kapur_1.jpg', 'path': 'full/c9c5b81078c8ea570aabeb37ae4ceed953a2d1a7.jpg', 'checksum': 'd76ec9dcb4735d28b877930b82813ebf'}]","Siddharth Roy Kapur (born 2 August 1974) is an eminent Indian film producer, founder and MD of Roy Kapur Films and the President of Film and Television Producers Guild of India. Prior to this, he was Managing Director of The Walt Disney Company India.   Siddharth’s filmography includes some of the highest grossing Indian films of all time as well as genre-defining critically acclaimed films.",Siddharth Roy Kapur
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/9791391d5ba76b5ca60dad452d67f9ddef1b33db.jpg', 'checksum': '495840ff54ab70605e8484a7131a03d2'}]","Shashank Shende is an actor, director, and writer in India. 

",Shashank Shende
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png', 'path': 'full/c158a89d0e792c2571c24fd6db98c0d91aefc851.jpg', 'checksum': '9668b2a09547a790f2b65de79fab1924'}]","Shashi Kapoor (born Balbir Raj Kapoor; 18 March 1938 – 4 December 2017) was an Indian actor and film producer. Recipient of several accolades, including four National Film Awards and two Filmfare Awards, Kapoor predominantly worked in Hindi films. He also featured in a number of English-language films produced by Merchant-Ivory. For his contributions to film, the Government of India honored him with the Padma Bhushan in 2011, and the Dadasaheb Phalke Award in 2014.
Born into the Kapoor family, Kapoor was the third and youngest son of Prithviraj Kapoor. He began his career as a child actor in his brother Raj Kapoor's directorial Aag (1948), and had his first adult role in Yash Chopra's political drama Dharmputra (1961). Kapoor was married to English actress Jennifer Kendal from 1958 till her death in 1984, and had three children– Karan Kapoor, Kunal Kapoor and Sanjana Kapoor. He died at the age of 79 due to liver cirrhosis.",Shashi Kapoor
